URL,Reason
https://www.linkedin.com/sales/search/people?page=80&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A106470801%2Ctext%3AKentucky%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101822552%2Ctext%3ALouisiana%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101102875%2Ctext%3AMaine%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A100809221%2Ctext%3AMaryland%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101098412%2Ctext%3AMassachusetts%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A103051080%2Ctext%3AMichigan%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: 
"
https://www.linkedin.com/sales/search/people?page=82&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103255397%2Ctext%3ANorth%2520Carolina%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A104611396%2Ctext%3ANorth%2520Dakota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106981407%2Ctext%3AOhio%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101343299%2Ctext%3AOklahoma%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101685541%2Ctext%3AOregon%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A102986501%2Ctext%3APennsylvania%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: 
Stacktrace:
	GetHandleVerifier [0x00810A33+25139]
	(No symbol) [0x007A1134]
	(No symbol) [0x00680523]
	(No symbol) [0x006C8387]
	(No symbol) [0x006C86DB]
	(No symbol) [0x00710FC2]
	(No symbol) [0x006ECFB4]
	(No symbol) [0x0070E738]
	(No symbol) [0x006ECD66]
	(No symbol) [0x006BBD99]
	(No symbol) [0x006BD0D4]
	GetHandleVerifier [0x00B13A23+3183139]
	GetHandleVerifier [0x00B2FE8A+3298954]
	GetHandleVerifier [0x00B2A462+3275874]
	GetHandleVerifier [0x008A7770+642928]
	(No symbol) [0x007AA01D]
	(No symbol) [0x007A6E48]
	(No symbol) [0x007A6FE7]
	(No symbol) [0x00799CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?page=82&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103255397%2Ctext%3ANorth%2520Carolina%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A104611396%2Ctext%3ANorth%2520Dakota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106981407%2Ctext%3AOhio%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101343299%2Ctext%3AOklahoma%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101685541%2Ctext%3AOregon%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A102986501%2Ctext%3APennsylvania%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.x_xCUI9""}
  (Session info: chrome=133.0.6943.59); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?page=82&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103255397%2Ctext%3ANorth%2520Carolina%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A104611396%2Ctext%3ANorth%2520Dakota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106981407%2Ctext%3AOhio%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101343299%2Ctext%3AOklahoma%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101685541%2Ctext%3AOregon%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A102986501%2Ctext%3APennsylvania%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: 
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?page=82&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103255397%2Ctext%3ANorth%2520Carolina%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A104611396%2Ctext%3ANorth%2520Dakota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106981407%2Ctext%3AOhio%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101343299%2Ctext%3AOklahoma%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101685541%2Ctext%3AOregon%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A102986501%2Ctext%3APennsylvania%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.x_xCUI9""}
  (Session info: chrome=133.0.6943.59); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?page=82&query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103255397%2Ctext%3ANorth%2520Carolina%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A104611396%2Ctext%3ANorth%2520Dakota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106981407%2Ctext%3AOhio%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101343299%2Ctext%3AOklahoma%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101685541%2Ctext%3AOregon%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A102986501%2Ctext%3APennsylvania%252C%2520United%2520States%2CselectionType%3AINCLUDED)))%2C(type%3ASENIORITY_LEVEL%2Cvalues%3AList((id%3A120%2Ctext%3ASenior%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: 
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?viewAllFilters=true,"Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.x_xCUI9""}
  (Session info: chrome=133.0.6943.59); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103411167%2Ctext%3AMinnesota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106899551%2Ctext%3AMississippi%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101486475%2Ctext%3AMissouri%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101758306%2Ctext%3AMontana%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101197782%2Ctext%3ANebraska%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101690912%2Ctext%3ANevada%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A103532695%2Ctext%3ANew%2520Hampshire%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101651951%2Ctext%3ANew%2520Jersey%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A105048220%2Ctext%3ANew%2520Mexico%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A105080838%2Ctext%3ANew%2520York%252C%2520United%2520States%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: 
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/search/people?query=(recentSearchParam%3A(id%3A4449783148%2CdoLogHistory%3Atrue)%2Cfilters%3AList((type%3AGROUP%2Cvalues%3AList((id%3A857357%2Ctext%3ASPE%253A%2520Inspiring%2520Plastics%2520Professionals%2CselectionType%3AINCLUDED)))%2C(type%3AREGION%2Cvalues%3AList((id%3A103411167%2Ctext%3AMinnesota%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A106899551%2Ctext%3AMississippi%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101486475%2Ctext%3AMissouri%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101758306%2Ctext%3AMontana%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101197782%2Ctext%3ANebraska%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101690912%2Ctext%3ANevada%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A103532695%2Ctext%3ANew%2520Hampshire%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A101651951%2Ctext%3ANew%2520Jersey%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A105048220%2Ctext%3ANew%2520Mexico%252C%2520United%2520States%2CselectionType%3AINCLUDED)%2C(id%3A105080838%2Ctext%3ANew%2520York%252C%2520United%2520States%2CselectionType%3AINCLUDED)))))&sessionId=Fok7AoX1QCWxwO5ACaQIPw%3D%3D&viewAllFilters=true,"Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.x_xCUI9""}
  (Session info: chrome=133.0.6943.59); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00C10A33+25139]
	(No symbol) [0x00BA1134]
	(No symbol) [0x00A80523]
	(No symbol) [0x00AC8387]
	(No symbol) [0x00AC86DB]
	(No symbol) [0x00B10FC2]
	(No symbol) [0x00AECFB4]
	(No symbol) [0x00B0E738]
	(No symbol) [0x00AECD66]
	(No symbol) [0x00ABBD99]
	(No symbol) [0x00ABD0D4]
	GetHandleVerifier [0x00F13A23+3183139]
	GetHandleVerifier [0x00F2FE8A+3298954]
	GetHandleVerifier [0x00F2A462+3275874]
	GetHandleVerifier [0x00CA7770+642928]
	(No symbol) [0x00BAA01D]
	(No symbol) [0x00BA6E48]
	(No symbol) [0x00BA6FE7]
	(No symbol) [0x00B99CE0]
	BaseThreadInitThunk [0x74C55D49+25]
	RtlInitializeExceptionChain [0x7708CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7708CD71+561]
"
https://www.linkedin.com/sales/login,"Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.x_xCUI9""}
  (Session info: chrome=133.0.6943.59); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00D202D3+25139]
	(No symbol) [0x00CAB284]
	(No symbol) [0x00B804A3]
	(No symbol) [0x00BC8338]
	(No symbol) [0x00BC868B]
	(No symbol) [0x00C10F62]
	(No symbol) [0x00BECF84]
	(No symbol) [0x00C0E6E1]
	(No symbol) [0x00BECD36]
	(No symbol) [0x00BBBD29]
	(No symbol) [0x00BBD064]
	GetHandleVerifier [0x0102B193+3215603]
	GetHandleVerifier [0x0104230A+3310186]
	GetHandleVerifier [0x0103C522+3286146]
	GetHandleVerifier [0x00DB9CD0+654384]
	(No symbol) [0x00CB460D]
	(No symbol) [0x00CB14F8]
	(No symbol) [0x00CB1697]
	(No symbol) [0x00CA3D70]
	BaseThreadInitThunk [0x756E5D49+25]
	RtlInitializeExceptionChain [0x7746CDEB+107]
	RtlGetAppContainerNamedObjectPath [0x7746CD71+561]
"
